Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Employed,Unknown,Bachelor's,Fintech,Unknown,Medium,Unknown,89900,
Employed,35-44,PhD,Technology,Suburban,Medium,Unknown,53900,
Unemployed,55+,Bachelor's,Retail,Mumbai,Unknown,Unknown,126500,
Unknown,25-34,Bachelor's,Finance,Rural,High,Unknown,33200,
Unemployed,Unknown,Bachelor's,Retail,Suburban,Low,Unknown,67100,
Unemployed,55+,Unknown,Retail,Rural,High,0,143300,
Unknown,35-44,Bachelor's,Retail,Urban,Medium,Unknown,28000,
Unknown,55+,High School,unknown,Urban,Low,Unknown,88000,
Unemployed,18-24,PhD,Retail,Unknown,Medium,Unknown,113700,
Employed,35-44,High School,Technology,Mumbai,High,Unknown,88500,
Employed,55+,High School,Retail,Suburban,High,8,65500,
Employed,55+,Unknown,Technology,Urban,High,22,41300,
Unemployed,35-44,Bachelor's,Technology,Suburban,High,Unknown,148100,
Employed,18-24,High School,Technology,Urban,High,27,59900,
Employed,45-54,Bachelor's,Technology,Delhi,High,Unknown,84800,
Unknown,25-34,Bachelor's,Retail,Urban,Unknown,Unknown,47700,
Unemployed,55+,Master’s,Technology,Rural,Medium,11,68800,
Employed,18-24,High School,Retail,Rural,Medium,10,42000,2025-01-02
Unemployed,18-24,Bachelor's,Retail,Delhi,High,Unknown,22600,2025-02-02
Unemployed,45-54,PhD,Retail,Urban,High,Unknown,30500,2025-03-02
Employed,25-34,PhD,unknown,Mumbai,High,Unknown,33200,2025-04-02
Employed,18-24,Master’s,Finance,Urban,Unknown,30,29800,2025-05-02
Unemployed,55+,High School,Retail,Mumbai,Medium,Unknown,7300,2025-06-02
Employed,Unknown,Unknown,unknown,Delhi,Low,1,131600,2025-07-02
Employed,18-24,PhD,Technology,Hyderabad,Low,29,44500,2025-08-02
Employed,18-24,Unknown,Technology,Mumbai,High,14,43200,2025-09-02
Employed,25-34,Unknown,Fintech,Suburban,High,Unknown,33200,2025-10-02
Unemployed,35-44,Master’s,Retail,Delhi,High,Unknown,33200,2025-11-02
Unemployed,Unknown,Bachelor's,Education,Hyderabad,Unknown,Unknown,33200,2025-12-02
Employed,25-34,Bachelor's,Finance,Urban,Low,30,104100,
Unemployed,18-24,Bachelor's,Fintech,Delhi,High,Unknown,18100,
Unemployed,55+,Bachelor's,unknown,Urban,Medium,Unknown,28200,
Employed,55+,Bachelor's,Healthcare,Hyderabad,Low,18,143100,
Unemployed,25-34,Bachelor's,Healthcare,Delhi,Low,25,33200,
Unemployed,25-34,Bachelor's,Finance,Urban,Medium,Unknown,30000,
Employed,45-54,Bachelor's,Finance,Unknown,Low,Unknown,114700,
Employed,Unknown,PhD,Technology,Mumbai,Unknown,20,78000,
Unemployed,55+,High School,unknown,Hyderabad,Medium,12,97400,
Unemployed,25-34,PhD,Healthcare,Unknown,Low,Unknown,90000,
Employed,Unknown,Bachelor's,Fintech,Delhi,High,18,71400,
Unknown,45-54,High School,Retail,Hyderabad,Medium,Unknown,59600,
Unemployed,25-34,Bachelor's,Healthcare,Mumbai,Unknown,Unknown,137900,
Employed,25-34,Diploma,Finance,Hyderabad,High,Unknown,85600,
Employed,Unknown,Unknown,Technology,Bangalore,Low,11,38800,
Employed,18-24,Bachelor's,Healthcare,Delhi,Low,Unknown,84400,
Employed,18-24,High School,Finance,Unknown,Low,Unknown,33200,2025-01-03
Employed,35-44,Bachelor's,Fintech,Unknown,Medium,Unknown,38600,2025-02-03
Unemployed,18-24,PhD,Fintech,Mumbai,Medium,11,105500,2025-03-03
Unknown,25-34,Diploma,Healthcare,Mumbai,Medium,Unknown,61600,2025-04-03
Unemployed,55+,Diploma,Technology,Bangalore,Medium,23,77300,2025-05-03
Employed,25-34,PhD,Fintech,Urban,Medium,Unknown,144200,2025-06-03
Unknown,55+,Diploma,Retail,Rural,High,Unknown,39800,2025-07-03
Employed,18-24,Master’s,Healthcare,Bangalore,Medium,Unknown,33200,2025-08-03
Employed,25-34,High School,Healthcare,Delhi,Medium,Unknown,110300,2025-09-03
Unknown,25-34,Unknown,Finance,Mumbai,High,28,33200,2025-10-03
Unknown,35-44,Bachelor's,Healthcare,Delhi,Unknown,20,138500,2025-11-03
Unemployed,18-24,Master’s,Healthcare,Urban,Low,Unknown,109000,2025-12-03
Employed,45-54,Diploma,Retail,Hyderabad,Low,Unknown,9900,
Employed,45-54,PhD,Retail,Mumbai,Low,Unknown,33200,
Unemployed,55+,Bachelor's,Healthcare,Suburban,Unknown,0,75800,
Employed,35-44,Bachelor's,Technology,Hyderabad,High,14,47300,
Unknown,55+,High School,Technology,Urban,High,29,33200,
Employed,45-54,Unknown,Fintech,Delhi,Unknown,16,142700,
Unknown,18-24,Bachelor's,Healthcare,Suburban,Unknown,Unknown,35800,
Employed,35-44,High School,Retail,Delhi,Low,Unknown,32300,
Unknown,25-34,High School,Technology,Suburban,High,Unknown,51000,
Employed,18-24,Bachelor's,Technology,Urban,High,28,128000,
Employed,25-34,High School,Finance,Urban,High,20,144700,
Employed,18-24,Unknown,Technology,Delhi,Medium,Unknown,89800,
Unemployed,Unknown,Master’s,Fintech,Urban,High,29,106200,
Employed,45-54,Master’s,Healthcare,Hyderabad,Medium,Unknown,106200,
Unemployed,Unknown,Unknown,Technology,Mumbai,Unknown,Unknown,66900,
Unknown,18-24,High School,Education,Unknown,Unknown,22,81800,
Employed,Unknown,PhD,Healthcare,Hyderabad,Medium,Unknown,7500,
Unemployed,25-34,Master’s,Retail,Delhi,High,11,86800,
Unemployed,18-24,High School,Healthcare,Urban,Low,Unknown,80800,
Unknown,25-34,Master’s,Technology,Mumbai,High,Unknown,144800,2025-01-04
Unemployed,18-24,Bachelor's,Education,Bangalore,Unknown,Unknown,45200,2025-02-04
Employed,45-54,High School,Education,Delhi,Unknown,5,97600,2025-03-04
Employed,55+,Master’s,unknown,Urban,Low,Unknown,29600,2025-04-04
Unknown,55+,Unknown,unknown,Hyderabad,Low,20,88600,2025-05-04
Employed,45-54,High School,Fintech,Urban,High,24,37100,2025-06-04
Unknown,25-34,Bachelor's,Healthcare,Rural,Low,Unknown,41800,2025-07-04
Unemployed,18-24,High School,Fintech,Urban,Unknown,Unknown,33200,2025-08-04
Unemployed,45-54,Bachelor's,Healthcare,Bangalore,Low,Unknown,33200,2025-09-04
Employed,Unknown,Master’s,Education,Delhi,Unknown,Unknown,38100,2025-10-04
Employed,25-34,Bachelor's,Fintech,Rural,High,Unknown,33200,2025-11-04
Unemployed,25-34,High School,Technology,Delhi,High,29,92200,2025-12-04
Employed,55+,Master’s,Education,Delhi,Medium,14,117100,
Unknown,25-34,High School,Healthcare,Suburban,High,Unknown,33200,
Unknown,18-24,PhD,Education,Urban,High,Unknown,78600,
Employed,18-24,PhD,unknown,Delhi,Medium,5,111000,
Unemployed,18-24,Master’s,Technology,Unknown,Medium,Unknown,82600,
Employed,35-44,High School,Retail,Suburban,Medium,Unknown,139600,
Employed,25-34,Unknown,Education,Mumbai,Low,16,87900,
Employed,45-54,Unknown,Education,Urban,Unknown,Unknown,24200,
Unknown,55+,PhD,Education,Urban,Medium,Unknown,56100,
Unknown,18-24,High School,Healthcare,Hyderabad,Medium,18,33200,
Unemployed,18-24,Bachelor's,Finance,Hyderabad,Low,24,114400,
Unemployed,55+,PhD,Technology,Delhi,High,25,139500,
Employed,Unknown,Master’s,Fintech,Urban,Medium,21,102200,
Unemployed,18-24,Unknown,Technology,Mumbai,Medium,Unknown,64500,
Unemployed,55+,Unknown,Technology,Urban,Low,Unknown,33300,
Employed,55+,High School,Healthcare,Unknown,Unknown,7,77700,
Unemployed,18-24,PhD,Finance,Bangalore,Unknown,10,22200,
Unknown,25-34,Master’s,Retail,Unknown,Low,5,33200,
Unemployed,25-34,Master’s,Fintech,Suburban,Low,Unknown,33200,2025-01-05
Employed,18-24,Unknown,Retail,Rural,Medium,Unknown,33200,2025-02-05
Unknown,18-24,Diploma,Retail,Unknown,Low,Unknown,103800,2025-03-05
Unknown,55+,Bachelor's,Finance,Unknown,High,Unknown,34800,2025-04-05
Unemployed,35-44,Master’s,Education,Unknown,High,Unknown,33200,2025-05-05
Employed,18-24,Unknown,Fintech,Hyderabad,Medium,14,11900,2025-06-05
Unemployed,18-24,Master’s,Finance,Rural,Medium,Unknown,94800,2025-07-05
Unemployed,25-34,High School,Retail,Suburban,Medium,20,113500,2025-08-05
Employed,25-34,Bachelor's,Healthcare,Suburban,Low,Unknown,43900,2025-09-05
Unemployed,18-24,Bachelor's,Technology,Mumbai,Low,6,25900,2025-10-05
Unemployed,25-34,Bachelor's,Healthcare,Unknown,Unknown,28,110600,2025-11-05
Unemployed,18-24,Master’s,Finance,Suburban,Low,19,121400,2025-12-05
Unemployed,25-34,PhD,Education,Mumbai,Low,20,145700,
Employed,Unknown,PhD,Education,Urban,Medium,Unknown,33200,
Unemployed,18-24,Master’s,Fintech,Urban,Low,1,105700,
Unemployed,25-34,PhD,Education,Unknown,Low,8,42200,
Unknown,Unknown,PhD,Education,Delhi,Medium,Unknown,88300,
Unemployed,25-34,Diploma,Healthcare,Bangalore,Medium,7,68600,
Employed,25-34,High School,Retail,Suburban,Unknown,15,53800,
Employed,55+,Diploma,Healthcare,Delhi,High,Unknown,102000,
Unemployed,55+,Unknown,Healthcare,Hyderabad,Low,29,37800,
Unknown,35-44,High School,Finance,Rural,Low,Unknown,33200,
Employed,18-24,Bachelor's,Fintech,Suburban,High,22,120200,
Employed,45-54,Bachelor's,Fintech,Delhi,Low,Unknown,28600,
Unemployed,35-44,High School,Fintech,Mumbai,Low,Unknown,105900,
Unemployed,Unknown,PhD,Fintech,Delhi,Low,5,91400,
Employed,55+,Bachelor's,Education,Unknown,Unknown,3,80800,
Unknown,55+,Bachelor's,Healthcare,Delhi,Low,Unknown,43200,
Employed,35-44,Bachelor's,Retail,Suburban,Low,4,77600,
Employed,25-34,High School,Fintech,Bangalore,High,Unknown,94100,
Employed,25-34,High School,Healthcare,Delhi,High,Unknown,6400,
Unemployed,25-34,Bachelor's,unknown,Urban,High,Unknown,46400,2025-01-06
Unemployed,25-34,PhD,Technology,Rural,Low,4,145700,2025-02-06
Unemployed,45-54,Unknown,Healthcare,Delhi,Low,Unknown,56000,2025-03-06
Employed,45-54,High School,unknown,Mumbai,Medium,Unknown,73500,2025-04-06
Unemployed,35-44,Master’s,Finance,Urban,Low,26,108400,2025-05-06
Employed,25-34,Unknown,unknown,Urban,Medium,7,79300,2025-06-06
Unemployed,45-54,Bachelor's,unknown,Unknown,Medium,Unknown,35900,2025-07-06
Employed,18-24,Unknown,Healthcare,Rural,Unknown,Unknown,33200,2025-08-06
Employed,Unknown,Bachelor's,Healthcare,Urban,Medium,Unknown,69700,2025-09-06
Unemployed,18-24,High School,Finance,Suburban,Low,10,24700,2025-10-06
Unemployed,Unknown,PhD,Technology,Rural,High,Unknown,9700,2025-11-06
Employed,35-44,Unknown,Healthcare,Bangalore,Unknown,Unknown,33200,2025-12-06
Employed,35-44,High School,Retail,Hyderabad,High,Unknown,33200,
Unemployed,55+,Master’s,Retail,Bangalore,High,Unknown,117800,
Unknown,45-54,Master’s,Technology,Urban,Medium,Unknown,145700,
Unemployed,55+,Master’s,Healthcare,Suburban,Low,20,25000,
Unemployed,45-54,Master’s,Fintech,Bangalore,Medium,8,43400,
Unemployed,25-34,Diploma,Retail,Mumbai,Low,Unknown,121600,
Employed,25-34,Diploma,Healthcare,Unknown,Medium,Unknown,82400,
Employed,25-34,Unknown,Fintech,Urban,Low,Unknown,16200,
Employed,45-54,Unknown,Finance,Suburban,Unknown,26,33200,
Unemployed,18-24,Unknown,Finance,Suburban,Unknown,19,71300,
Unemployed,55+,Master’s,Retail,Suburban,Low,Unknown,87600,
Employed,Unknown,PhD,Fintech,Bangalore,Low,Unknown,122900,
Unemployed,45-54,PhD,Healthcare,Unknown,High,Unknown,102100,
Unknown,45-54,Bachelor's,Fintech,Bangalore,Medium,13,33200,
Employed,25-34,PhD,Finance,Rural,Medium,Unknown,33200,
Employed,55+,High School,unknown,Urban,Unknown,Unknown,107900,
Unemployed,25-34,Master’s,Retail,Unknown,Unknown,Unknown,25100,
Employed,25-34,Unknown,Healthcare,Bangalore,Medium,Unknown,33200,
Unemployed,18-24,Master’s,Fintech,Hyderabad,Low,Unknown,43700,2025-01-07
Unknown,25-34,Diploma,Technology,Urban,Low,Unknown,70600,2025-02-07
Unknown,35-44,Diploma,Healthcare,Urban,Medium,Unknown,137900,2025-03-07
Employed,25-34,Diploma,Finance,Bangalore,High,21,39700,2025-04-07
Unemployed,55+,Diploma,Healthcare,Hyderabad,Low,Unknown,22900,2025-05-07
Employed,18-24,Master’s,Finance,Rural,High,Unknown,6400,2025-06-07
Employed,35-44,PhD,Retail,Suburban,High,Unknown,60700,2025-07-07
Employed,45-54,Master’s,Finance,Urban,Unknown,Unknown,33200,2025-08-07
Unknown,55+,Bachelor's,Education,Unknown,High,Unknown,33200,2025-09-07
Employed,45-54,PhD,Healthcare,Delhi,Medium,10,146200,2025-10-07
Unemployed,18-24,Bachelor's,Retail,Mumbai,High,9,33200,2025-11-07
Employed,25-34,High School,Retail,Urban,Medium,21,28100,2025-12-07
Unemployed,55+,Unknown,Fintech,Hyderabad,Medium,Unknown,142800,
Employed,25-34,Bachelor's,Retail,Unknown,Medium,Unknown,107400,
Employed,45-54,Bachelor's,Fintech,Delhi,Unknown,9,52600,
Employed,45-54,Bachelor's,Fintech,Mumbai,Medium,12,32900,
Employed,55+,Master’s,unknown,Hyderabad,Low,Unknown,33200,
Unemployed,25-34,High School,Technology,Mumbai,Low,Unknown,33200,
Unemployed,35-44,Bachelor's,Education,Urban,Medium,20,78600,
Unemployed,55+,Unknown,Retail,Delhi,High,27,47600,
Employed,35-44,PhD,Technology,Suburban,Unknown,Unknown,56200,
Employed,35-44,Bachelor's,Retail,Suburban,High,Unknown,56700,
Unemployed,25-34,PhD,Retail,Rural,Low,Unknown,18300,
Unemployed,35-44,Bachelor's,Retail,Unknown,High,Unknown,124400,
Unknown,35-44,PhD,Finance,Urban,Unknown,2,41900,
Unemployed,Unknown,PhD,Healthcare,Delhi,High,7,26100,
Unemployed,35-44,PhD,Retail,Bangalore,Medium,Unknown,41800,
Employed,35-44,Diploma,unknown,Rural,High,Unknown,141200,
Employed,25-34,High School,unknown,Delhi,Low,Unknown,132100,
Employed,45-54,PhD,Fintech,Hyderabad,Low,26,110600,
Unemployed,18-24,Bachelor's,Retail,Bangalore,Unknown,Unknown,94400,
Unemployed,Unknown,Unknown,Healthcare,Urban,Medium,30,81600,2025-01-08
Employed,18-24,Unknown,Finance,Mumbai,High,8,115800,2025-02-08
Employed,25-34,Bachelor's,Healthcare,Delhi,Medium,Unknown,125000,2025-03-08
Employed,55+,Master’s,Healthcare,Hyderabad,Low,Unknown,145400,2025-04-08
Employed,18-24,High School,Healthcare,Bangalore,Low,5,108300,2025-05-08
Unemployed,25-34,High School,Technology,Mumbai,Low,30,64500,2025-06-08
Unemployed,18-24,PhD,Retail,Urban,Low,17,71300,2025-07-08
Unemployed,55+,PhD,Technology,Urban,High,Unknown,69400,2025-08-08
Employed,35-44,Master’s,Fintech,Hyderabad,Medium,Unknown,92500,2025-09-08
Unemployed,18-24,High School,Fintech,Suburban,Unknown,6,135000,2025-10-08
Employed,35-44,High School,unknown,Urban,High,Unknown,36300,2025-11-08
Employed,18-24,Master’s,Healthcare,Mumbai,Medium,23,98700,2025-12-08
Employed,45-54,High School,Fintech,Rural,Medium,Unknown,67400,
Unknown,25-34,PhD,Technology,Delhi,Low,20,115700,
Unemployed,18-24,Diploma,Retail,Mumbai,Low,17,12400,
Unemployed,18-24,Bachelor's,unknown,Mumbai,High,Unknown,33200,
Employed,55+,Master’s,Retail,Suburban,Unknown,Unknown,33200,
Unknown,18-24,High School,Retail,Urban,High,1,90000,
Unemployed,25-34,Master’s,unknown,Suburban,Medium,21,60800,
Unemployed,18-24,Master’s,Fintech,Bangalore,Unknown,Unknown,55300,
Unemployed,25-34,Unknown,Healthcare,Unknown,Medium,6,18000,
Unemployed,25-34,PhD,Healthcare,Urban,High,2,13100,
Unemployed,25-34,Bachelor's,Healthcare,Urban,Low,Unknown,114700,
Employed,Unknown,PhD,Education,Hyderabad,Medium,Unknown,57300,
Unemployed,25-34,Master’s,unknown,Rural,Low,Unknown,122000,
Employed,18-24,Diploma,Retail,Suburban,High,Unknown,7900,
Unknown,Unknown,Diploma,Healthcare,Unknown,Low,0,33200,
Unemployed,25-34,PhD,Healthcare,Rural,Low,20,118600,
Unemployed,55+,High School,Healthcare,Urban,Low,9,33200,
Unemployed,25-34,Bachelor's,Finance,Mumbai,Low,Unknown,72200,
Unemployed,25-34,Bachelor's,Education,Mumbai,Unknown,26,35500,
Unemployed,18-24,PhD,Healthcare,Urban,High,Unknown,129300,2025-01-09
Employed,55+,Diploma,Retail,Delhi,Medium,Unknown,126500,2025-02-09
Employed,25-34,Master’s,Healthcare,Rural,Low,Unknown,36900,2025-03-09
Employed,35-44,Bachelor's,Retail,Unknown,Low,2,33200,2025-04-09
Unemployed,18-24,Bachelor's,Healthcare,Urban,Unknown,Unknown,47100,2025-05-09
Unknown,45-54,Master’s,Technology,Urban,Medium,Unknown,33200,2025-06-09
Unknown,18-24,PhD,Technology,Delhi,High,2,10800,2025-07-09
Unemployed,18-24,High School,Technology,Mumbai,Medium,10,89900,2025-08-09
Employed,18-24,Bachelor's,Education,Hyderabad,High,Unknown,147900,2025-09-09
Unemployed,Unknown,Master’s,Fintech,Suburban,Medium,19,33200,2025-10-09
Unemployed,45-54,PhD,Technology,Delhi,High,9,32300,2025-11-09
Employed,55+,PhD,Education,Urban,High,Unknown,66800,2025-12-09
Unemployed,25-34,Diploma,Retail,Rural,Low,28,70600,
Unemployed,35-44,High School,Education,Delhi,Unknown,13,138600,
Employed,35-44,PhD,Retail,Bangalore,High,Unknown,51800,
Employed,25-34,Master’s,Healthcare,Bangalore,Medium,Unknown,119000,
Employed,18-24,High School,Healthcare,Urban,Low,Unknown,8100,
Unknown,18-24,PhD,Healthcare,Mumbai,Medium,5,112300,
Employed,18-24,High School,Retail,Rural,Unknown,14,33700,
Unknown,Unknown,PhD,Education,Unknown,Low,Unknown,67300,
Unemployed,55+,Master’s,Retail,Unknown,Medium,11,107800,
Unemployed,25-34,Bachelor's,Education,Rural,Low,25,137200,
Unemployed,25-34,Unknown,Fintech,Bangalore,Medium,10,148600,
Employed,Unknown,Diploma,Healthcare,Suburban,Unknown,25,88500,
Employed,18-24,PhD,Finance,Mumbai,Medium,0,133700,
Unemployed,55+,PhD,Education,Rural,Medium,Unknown,112100,
Unemployed,45-54,Diploma,Fintech,Suburban,High,Unknown,115500,
Employed,18-24,PhD,Technology,Urban,Low,30,122500,
Unemployed,18-24,High School,Education,Suburban,High,Unknown,33200,
Unemployed,18-24,Master’s,Retail,Urban,High,7,33200,
Employed,18-24,High School,Finance,Bangalore,Unknown,Unknown,137700,2025-01-10
Employed,Unknown,Unknown,Education,Urban,Low,Unknown,23600,2025-02-10
Unemployed,18-24,High School,Retail,Urban,High,Unknown,114600,2025-03-10
Unemployed,25-34,Bachelor's,Healthcare,Hyderabad,Medium,Unknown,145500,2025-04-10
Unemployed,18-24,High School,Fintech,Suburban,Low,Unknown,65700,2025-05-10
Employed,25-34,Master’s,Education,Delhi,Medium,Unknown,33200,2025-06-10
Employed,18-24,Bachelor's,Retail,Suburban,High,Unknown,123700,2025-07-10
Unemployed,45-54,High School,Retail,Suburban,Unknown,25,140300,2025-08-10
Employed,18-24,Unknown,Healthcare,Suburban,Unknown,Unknown,42400,2025-09-10
Unemployed,25-34,Unknown,unknown,Rural,Low,Unknown,33200,2025-10-10
Employed,35-44,PhD,Technology,Unknown,Medium,Unknown,141100,2025-11-10
Employed,25-34,Diploma,Education,Bangalore,Unknown,17,43000,2025-12-10
Unemployed,18-24,Bachelor's,unknown,Bangalore,High,Unknown,33200,2025-13-10
Unemployed,18-24,Master’s,Fintech,Rural,High,Unknown,44500,2025-14-10
Unemployed,25-34,PhD,Healthcare,Urban,High,Unknown,107300,2025-15-10
Unemployed,25-34,Diploma,Fintech,Urban,Low,Unknown,110800,2025-16-10
Unknown,25-34,Master’s,Finance,Mumbai,Medium,Unknown,70000,2025-17-10
Employed,25-34,Bachelor's,Healthcare,Delhi,Medium,Unknown,132300,2025-18-10
Unknown,55+,Master’s,Education,Rural,High,15,109400,2025-19-10
Employed,25-34,High School,Finance,Delhi,Medium,16,122400,2025-20-10
Unknown,45-54,Unknown,unknown,Hyderabad,Low,Unknown,90400,2025-21-10
Unknown,25-34,Bachelor's,unknown,Mumbai,High,22,142400,2025-22-10
Unemployed,Unknown,Bachelor's,Healthcare,Delhi,Low,24,148100,2025-23-10
Unemployed,35-44,PhD,unknown,Rural,High,26,12500,2025-24-10
Unemployed,25-34,Master’s,Healthcare,Delhi,Medium,8,16300,2025-25-10
Unemployed,45-54,Master’s,Healthcare,Suburban,Low,Unknown,33200,2025-26-10
Employed,55+,Bachelor's,Retail,Mumbai,High,Unknown,46400,2025-27-10
Unemployed,55+,Diploma,Healthcare,Suburban,High,24,59800,2025-28-10
Unemployed,45-54,PhD,Finance,Rural,Unknown,Unknown,33200,2025-29-10
Unemployed,45-54,Diploma,Retail,Delhi,Low,Unknown,58600,2025-30-10
Unemployed,35-44,Bachelor's,Finance,Bangalore,Unknown,Unknown,142000,2025-31-10
Unemployed,45-54,PhD,Technology,Unknown,High,Unknown,58300,2025-01-11
Employed,55+,PhD,Retail,Urban,Medium,Unknown,126700,2025-02-11
Unknown,35-44,PhD,unknown,Bangalore,Unknown,1,85500,2025-03-11
Unemployed,45-54,Master’s,Healthcare,Hyderabad,Low,23,116900,2025-04-11
Unknown,25-34,High School,unknown,Urban,Medium,28,115300,2025-05-11
Employed,45-54,High School,Healthcare,Suburban,Medium,Unknown,10300,2025-06-11
Employed,18-24,High School,Retail,Bangalore,Unknown,Unknown,55500,2025-07-11
Unknown,55+,Bachelor's,Retail,Bangalore,Low,26,105500,2025-08-11
Employed,35-44,PhD,unknown,Urban,High,19,33200,2025-09-11
Unemployed,45-54,Unknown,Retail,Unknown,Low,Unknown,33200,2025-10-11
Unknown,25-34,High School,Healthcare,Suburban,High,13,120700,2025-11-11
Unknown,18-24,Diploma,Retail,Bangalore,Medium,2,28100,2025-12-11
Employed,Unknown,Master’s,Technology,Urban,High,8,105800,2025-13-11
Unemployed,45-54,High School,Healthcare,Urban,Low,6,63900,2025-14-11
Employed,25-34,Master’s,Retail,Urban,Low,3,33200,2025-15-11
Unknown,25-34,Unknown,Technology,Delhi,Medium,20,37300,2025-16-11
Unemployed,55+,Master’s,Healthcare,Mumbai,Low,25,33200,2025-17-11
Unemployed,25-34,Bachelor's,Technology,Hyderabad,High,4,103700,2025-18-11
Employed,18-24,PhD,Retail,Bangalore,High,Unknown,89400,2025-19-11
Unemployed,55+,Master’s,Healthcare,Urban,Low,21,102000,2025-20-11
Unemployed,Unknown,High School,Retail,Urban,Medium,3,5500,2025-21-11
Employed,35-44,Diploma,Technology,Rural,Low,Unknown,28100,2025-22-11
Unemployed,35-44,Master’s,Retail,Unknown,High,Unknown,132100,2025-23-11
Unemployed,45-54,Bachelor's,Fintech,Urban,Unknown,Unknown,58300,2025-24-11
Employed,Unknown,Master’s,Healthcare,Urban,High,Unknown,88600,2025-25-11
Unemployed,18-24,Master’s,Retail,Urban,Medium,5,33200,2025-26-11
Unemployed,18-24,Master’s,Healthcare,Urban,Medium,Unknown,61700,2025-27-11
Employed,25-34,Unknown,Retail,Bangalore,Low,26,91000,2025-28-11
Unemployed,18-24,Master’s,Technology,Urban,Unknown,Unknown,133500,2025-29-11
Employed,55+,Diploma,Healthcare,Suburban,High,Unknown,137300,2025-30-11
Unknown,35-44,PhD,Retail,Rural,Low,Unknown,31300,2025-01-12
Employed,18-24,Unknown,Healthcare,Urban,High,Unknown,5100,2025-02-12
Unemployed,35-44,Diploma,Retail,Hyderabad,High,29,121700,2025-03-12
Employed,18-24,Bachelor's,Education,Mumbai,Low,Unknown,53800,2025-04-12
Unemployed,18-24,Bachelor's,Fintech,Suburban,High,16,17700,2025-05-12
Employed,25-34,High School,Technology,Urban,Medium,29,33200,2025-06-12
Unknown,18-24,Unknown,unknown,Mumbai,Medium,Unknown,7800,2025-07-12
Unknown,35-44,High School,Healthcare,Rural,Low,Unknown,125500,2025-08-12
Unknown,25-34,Master’s,Retail,Mumbai,Medium,19,29900,2025-09-12
Employed,18-24,Diploma,Finance,Urban,High,Unknown,33200,2025-10-12
Unknown,45-54,Diploma,Retail,Suburban,Medium,Unknown,33200,2025-11-12
Unknown,55+,Bachelor's,Healthcare,Bangalore,High,Unknown,62500,2025-12-12
Unemployed,45-54,Master’s,Finance,Rural,Low,Unknown,109900,2025-13-12
Employed,18-24,Master’s,Fintech,Bangalore,Low,29,37800,2025-14-12
Unemployed,18-24,Master’s,Retail,Urban,High,3,53400,2025-15-12
Unemployed,25-34,High School,Retail,Urban,Medium,25,100600,2025-16-12
Unknown,45-54,Bachelor's,Technology,Hyderabad,Medium,Unknown,94600,2025-17-12
Unknown,18-24,PhD,unknown,Rural,Low,Unknown,32500,2025-18-12
Unemployed,25-34,PhD,Technology,Unknown,High,11,33200,2025-19-12
Unemployed,35-44,Diploma,Finance,Bangalore,Medium,2,34200,2025-20-12
Unknown,Unknown,PhD,Finance,Mumbai,Medium,Unknown,7300,2025-21-12
Unemployed,Unknown,PhD,Retail,Unknown,Medium,Unknown,130700,2025-22-12
Employed,35-44,Master’s,Healthcare,Mumbai,Medium,Unknown,66100,2025-23-12
Unknown,55+,High School,Technology,Bangalore,Low,Unknown,48500,2025-24-12
Employed,55+,High School,Healthcare,Urban,Medium,Unknown,127100,2025-25-12
Employed,18-24,PhD,Retail,Bangalore,Medium,9,46700,2025-26-12
Unemployed,25-34,High School,Technology,Rural,Unknown,Unknown,24400,2025-27-12
Unemployed,Unknown,Master’s,Healthcare,Unknown,Low,27,29800,2025-28-12
Unemployed,45-54,Master’s,Technology,Urban,Low,18,41900,2025-29-12
Employed,25-34,Unknown,Technology,Rural,High,20,8800,2025-30-12
Employed,25-34,Master’s,Technology,Hyderabad,Low,Unknown,33200,2025-31-12
Unemployed,45-54,Master’s,Retail,Suburban,Low,11,39400,2026-01-01
Unknown,25-34,High School,Finance,Suburban,Low,Unknown,121700,2026-02-01
Unemployed,25-34,Bachelor's,Technology,Suburban,Low,28,33200,2026-03-01
Unemployed,25-34,Bachelor's,Healthcare,Mumbai,Low,23,128500,2026-04-01
Employed,25-34,PhD,Finance,Rural,Low,22,48400,2026-05-01
Unemployed,Unknown,Diploma,Retail,Urban,High,23,83500,2026-06-01
Unemployed,55+,Bachelor's,Retail,Bangalore,Low,Unknown,98800,2026-07-01
Employed,45-54,Master’s,Retail,Delhi,Low,Unknown,34300,2026-08-01
Unemployed,25-34,High School,Finance,Bangalore,High,Unknown,118100,2026-09-01
Unknown,Unknown,Unknown,Technology,Bangalore,Low,23,33200,2026-10-01
Unknown,55+,PhD,Fintech,Rural,Medium,16,33200,2026-11-01
Employed,25-34,PhD,Technology,Suburban,Medium,Unknown,48400,2026-12-01
Unemployed,45-54,High School,Retail,Unknown,Medium,Unknown,96000,
Employed,25-34,Master’s,Retail,Urban,Unknown,Unknown,79900,
Employed,25-34,Master’s,Finance,Urban,High,13,14500,
Employed,25-34,Diploma,Fintech,Mumbai,Medium,16,31900,
Unknown,25-34,PhD,Retail,Urban,High,2,59500,
Unknown,35-44,High School,Technology,Urban,High,15,33200,
Unemployed,25-34,Master’s,Retail,Hyderabad,Low,Unknown,14100,
Unemployed,35-44,Bachelor's,Technology,Urban,Low,23,7600,
